",""0,007"",""0,008"",""0,009"",""0,01"",""0,02"",""0,03"",""0,05"",""0,1"",""0,2"",""0,4"","
"51,""37,7539 "",""38,1337 "",""38,4802 "",""38,8001 "",""41,1889 "",""42,8919 "",""45,5326 "",""50,6435"",""59,7463"",""82,6523"",51"
"52,""38,6390 "",""39,0242 "",""39,3758 "",""39,7003 "",""42,1238 "",""43,8521 "",""46,5330 "",""51,7256"",""60,9848"",""84,3165"",52"
"53,""39,5257 "",""39,9163 "",""40,2728 "",""40,6019 "",""43,0600 "",""44,8134 "",""47,5343 "",""52,8082"",""62,2236"",""85,9808"",53"
"54,""40,4138 "",""40,8098 "",""41,1713 "",""41,5049 "",""43,9973 "",""45,7758 "",""48,5364 "",""53,8914"",""63,4626"",""87,6451"",54"
"55,""41,3034 "",""41,7048 "",""42,0711 "",""42,4092 "",""44,9358 "",""46,7391 "",""49,5394 "",""54,9751"",""64,7019"",""89,3095"",55"
"56,""42,1943 "",""42,6010 "",""42,9722 "",""43,3149 "",""45,8754 "",""47,7034 "",""50,5431 "",""56,0594"",""65,9415"",""90,9740"",56"
"57,""43,0867 "",""43,4986 "",""43,8747 "",""44,2218 "",""46,8160 "",""48,6687 "",""51,5477 "",""57,1441"",""67,1814"",""92,6386"",57"
"58,""43,9803 "",""44,3975 "",""44,7783 "",""45,1299 "",""47,7577 "",""49,6348 "",""52,5529 "",""58,2294"",""68,4214"",""94,3032"",58"
"59,""44,8752 "",""45,2977 "",""45,6833 "",""46,0392 "",""48,7004 "",""50,6019 "",""53,5589 "",""59,3151"",""69,6617"",""95,9679"",59"
"60,""45,7714 "",""46,1990 "",""46,5894 "",""46,9497 "",""49,6441 "",""51,5698 "",""54,5656 "",""60,4013"",""70,9023"",""97,6326"",60"
"61,""46,6688 "",""47,1016 "",""47,4966 "",""47,8613 "",""50,5887 "",""52,5385 "",""55,5730 "",""61,4880"",""72,1430"",""99,2974"",61"
"62,""47,5674 "",""48,0053 "",""48,4050 "",""48,7740 "",""51,5342 "",""53,5081 "",""56,5810 "",""62,5750"",""73,3840"",""100,9622"",62"
"63,""48,4671 "",""48,9101 "",""49,3144 "",""49,6878 "",""52,4807 "",""54,4784 "",""57,5897 "",""63,6625"",""74,6251"",""102,6271"",63"
"64,""49,3679 "",""49,8160 "",""50,2250 "",""50,6026 "",""53,4280 "",""55,4496 "",""58,5989 "",""64,7504"",""75,8665"",""104,2921"",64"
"65,""50,2699 "",""50,7229 "",""51,1366 "",""51,5185 "",""54,3762 "",""56,4214 "",""59,6088 "",""65,8387"",""77,1080"",""105,9571"",65"
"66,""51,1729 "",""51,6309 "",""52,0491 "",""52,4353 "",""55,3252 "",""57,3940 "",""60,6193 "",""66,9274"",""78,3497"",""107,6221"",66"
"67,""52,0769 "",""52,5400 "",""52,9627 "",""53,3531 "",""56,2750 "",""58,3673 "",""61,6304 "",""68,0164"",""79,5916"",""109,2872"",67"
"68,""52,9820 "",""53,4500 "",""53,8773 "",""54,2718 "",""57,2256 "",""59,3413 "",""62,6420 "",""69,1058"",""80,8337"",""110,9523"",68"
"69,""53,8880 "",""54,3609 "",""54,7927 "",""55,1915 "",""58,1770 "",""60,3160 "",""63,6541 "",""70,1956"",""82,0759"",""112,6174"",69"
"70,""54,7950 "",""55,2728 "",""55,7091 "",""56,1120 "",""59,1291 "",""61,2913 "",""64,6668 "",""71,2857"",""83,3183"",""114,2826"",70"
"71,""55,7030 "",""56,1857 "",""56,6264 "",""57,0335 "",""60,0820 "",""62,2673 "",""65,6800 "",""72,3761"",""84,5608"",""115,9479"",71"
"72,""56,6118 "",""57,0994 "",""57,5446 "",""57,9558 "",""61,0355 "",""63,2439 "",""66,6937 "",""73,4668"",""85,8035"",""117,6131"",72"
"73,""57,5216 "",""58,0140 "",""58,4636 "",""58,8789 "",""61,9898 "",""64,2211 "",""67,7079 "",""74,5579"",""87,0463"",""119,2784"",73"
"74,""58,4323 "",""58,9295 "",""59,3835 "",""59,8028 "",""62,9448 "",""65,1989 "",""68,7225 "",""75,6492"",""88,2892"",""120,9438"",74"
"75,""59,3438 "",""59,8458 "",""60,3042 "",""60,7276 "",""63,9004 "",""66,1773 "",""69,7377 "",""76,7409"",""89,5323"",""122,6091"",75"
"76,""60,2562 "",""60,7629 "",""61,2257 "",""61,6531 "",""64,8567 "",""67,1562 "",""70,7532 "",""77,8328"",""90,7755"",""124,2745"",76"
"77,""61,1693 "",""61,6808 "",""62,1480 "",""62,5794 "",""65,8136 "",""68,1358 "",""71,7693 "",""78,9250"",""92,0189"",""125,9400"",77"
"78,""62,0833 "",""62,5996 "",""63,0710 "",""63,5065 "",""66,7712 "",""69,1158 "",""72,7857 "",""80,0175"",""93,2624"",""127,6054"",78"
"79,""62,9981 "",""63,5191 "",""63,9948 "",""64,4343 "",""67,7293 "",""70,0964 "",""73,8026 "",""81,1103"",""94,5060"",""129,2709"",79"
"80,""63,9137 "",""64,4393 "",""64,9193 "",""65,3628 "",""68,6881 "",""71,0775 "",""74,8199 "",""82,2033"",""95,7497"",""130,9364"",80"
"81,""64,8300 "",""65,3603 "",""65,8446 "",""66,2920 "",""69,6474 "",""72,0591 "",""75,8376 "",""83,2966"",""96,9935"",""132,6019"",81"
"82,""65,7471 "",""66,2820 "",""66,7705 "",""67,2219 "",""70,6073 "",""73,0412 "",""76,8557 "",""84,3901"",""98,2374"",""134,2675"",82"
"83,""66,6649 "",""67,2044 "",""67,6972 "",""68,1524 "",""71,5678 "",""74,0238 "",""77,8742 "",""85,4839"",""99,4814"",""135,9331"",83"
"84,""67,5835 "",""68,1275 "",""68,6245 "",""69,0837 "",""72,5288 "",""75,0069 "",""78,8930 "",""86,5778"",""100,7256"",""137,5987"",84"
"85,""68,5027 "",""69,0513 "",""69,5525 "",""70,0156 "",""73,4904 "",""75,9904 "",""79,9123 "",""87,6721"",""101,9698"",""139,2643"",85"
"86,""69,4226 "",""69,9758 "",""70,4812 "",""70,9481 "",""74,4525 "",""76,9744 "",""80,9319 "",""88,7665"",""103,2141"",""140,9300"",86"
"87,""70,3432 "",""70,9009 "",""71,4105 "",""71,8812 "",""75,4151 "",""77,9589 "",""81,9518 "",""89,8612"",""104,4586"",""142,5956"",87"
"88,""71,2644 "",""71,8267 "",""72,3404 "",""72,8150 "",""76,3782 "",""78,9438 "",""82,9721 "",""90,9561"",""105,7031"",""144,2613"",88"
"89,""72,1863 "",""72,7531 "",""73,2709 "",""73,7494 "",""77,3418 "",""79,9291 "",""83,9927 "",""92,0512"",""106,9477"",""145,9270"",89"
"90,""73,1089 "",""73,6802 "",""74,2021 "",""74,6843 "",""78,3059 "",""80,9149 "",""85,0137 "",""93,1465"",""108,1924"",""147,5928"",90"
"91,""74,0321 "",""74,6078 "",""75,1338 "",""75,6198 "",""79,2705 "",""81,9010 "",""86,0350 "",""94,2420"",""109,4372"",""149,2585"",91"
"92,""74,9559 "",""75,5360 "",""76,0661 "",""76,5560 "",""80,2356 "",""82,8876 "",""87,0566 "",""95,3376"",""110,6821"",""150,9243"",92"
"93,""75,8803 "",""76,4649 "",""76,9990 "",""77,4926 "",""81,2011 "",""83,8746 "",""88,0786 "",""96,4335"",""111,9270"",""152,5901"",93"
"94,""76,8052 "",""77,3943 "",""77,9325 "",""78,4298 "",""82,1671 "",""84,8619 "",""89,1008 "",""97,5296"",""113,1720"",""154,2559"",94"
"95,""77,7308 "",""78,3242 "",""78,8665 "",""79,3676 "",""83,1335 "",""85,8497 "",""90,1233 "",""98,6259"",""114,4172"",""155,9217"",95"
"96,""78,6570 "",""79,2548 "",""79,8010 "",""80,3059 "",""84,1003 "",""86,8378 "",""91,1462 "",""99,7223"",""115,6623"",""157,5875"",96"
"97,""79,5837 "",""80,1859 "",""80,7361 "",""81,2447 "",""85,0676 "",""87,8263 "",""92,1693 "",""100,8189"",""116,9076"",""159,2534"",97"
"98,""80,5110 "",""81,1175 "",""81,6717 "",""82,1840 "",""86,0353 "",""88,8151 "",""93,1927 "",""101,9157"",""118,1529"",""160,9193"",98"
"99,""81,4388 "",""82,0496 "",""82,6079 "",""83,1238 "",""87,0035 "",""89,8043 "",""94,2164 "",""103,0126"",""119,3983"",""162,5851"",99"
"100,""82,3671 "",""82,9823 "",""83,5445 "",""84,0642 "",""87,9720 "",""90,7939 "",""95,2404 "",""104,1098"",""120,6438"",""164,2510"",100"
